TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies
243231	Geobacter sulfurreducens	Geobacter sulfurreducens PCA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens	1
1035184	Streptococcus constellatus	Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	Streptococcus constellatus subsp. pharyngis
767100	Parvimonas sp. F0139	Parvimonas sp. oral taxon 110 str. F0139	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	Parvimonas sp. oral taxon 110	1
680646	Rothia mucilaginosa	Rothia mucilaginosa DY-18	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	1
596329	Peptostreptococcus anaerobius	Peptostreptococcus anaerobius 653-L	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	1
326426	Bifidobacterium breve	Bifidobacterium breve UCC2003	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	1
585501	Oribacterium sinus	Oribacterium sinus F0268	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sinus	1
706433	Solobacterium moorei	Solobacterium moorei F0204	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	1
888048	Streptococcus parasanguinis	Streptococcus parasanguinis ATCC 903	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	1
575614	Prevotella sp. F0039	Prevotella sp. oral taxon 299 str. F0039	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299	1
706434	Megasphaera micronuciformis	Megasphaera micronuciformis F0359	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	1
888052	Actinomyces sp. 180	Actinomyces sp. oral taxon 180 str. F0310	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 180	1
596330	Peptoniphilus lacrimalis	Peptoniphilus lacrimalis 315-B	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus lacrimalis	1
306537	Corynebacterium jeikeium	Corynebacterium jeikeium K411	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	1
292415	Thiobacillus denitrificans	Thiobacillus denitrificans ATCC 25259	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	Thiobacillus denitrificans	1
292414	Ruegeria sp. TM1040	Ruegeria sp. TM1040	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	1	1
290339	Cronobacter sakazakii	Cronobacter sakazakii ATCC BAA-894	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	1
500639	Enterobacter cancerogenus	Enterobacter cancerogenus ATCC 35316	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	1
944559	Paenibacillus sp. HGF7	Paenibacillus sp. HGF7	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	1	1
281090	Leifsonia xyli	Leifsonia xyli subsp. xyli str. CTCB07	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli	Leifsonia xyli subsp. xyli
525263	Corynebacterium lipophiloflavum	Corynebacterium lipophiloflavum DSM 44291	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium lipophiloflavum	1
525268	Corynebacterium striatum	Corynebacterium striatum ATCC 6940	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum	1
262543	Exiguobacterium sibiricum	Exiguobacterium sibiricum 255-15	Bacteria	Firmicutes	Bacilli	Bacillales	1	Exiguobacterium	Exiguobacterium sibiricum	1
537011	Prevotella copri	Prevotella copri DSM 18205	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	1
411461	Dorea formicigenerans	Dorea formicigenerans ATCC 27755	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	1
195103	Clostridium perfringens ATCC13124	Clostridium perfringens ATCC 13124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1
226185	Enterococcus faecalis	Enterococcus faecalis V583	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1
552396	Erysipelotrichaceae bacterium 5254FAA	Erysipelotrichaceae bacterium 5_2_54FAA	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	1	1	1
585543	Bacteroides sp. D20	Bacteroides sp. D20	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	1	1
411490	Anaerostipes caccae	Anaerostipes caccae DSM 14662	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	1
314232	Loktanella vestfoldensis	Loktanella vestfoldensis SKA53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella vestfoldensis	1
861360	Arthrobacter arilaitensis	Arthrobacter arilaitensis Re117	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter arilaitensis	1
325240	Shewanella baltica	Shewanella baltica OS155	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	1
383407	Xanthomonas oryzae	Xanthomonas oryzae pv. oryzicola BLS256	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae	1
457427	Streptomyces himastatinicus	Streptomyces himastatinicus ATCC 53653	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces himastatinicus	1
675817	Photobacterium damselae	Photobacterium damselae subsp. damselae CIP 102761	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae	Photobacterium damselae subsp. damselae
467661	Rhodobacteraceae bacterium KLH11	Rhodobacteraceae bacterium KLH11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	1	1	1
316278	Synechococcus sp. RCC307	Synechococcus sp. RCC307	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
710685	Mycobacterium rhodesiae	Mycobacterium rhodesiae NBB3	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium rhodesiae	1
1112204	Gordonia polyisoprenivorans	Gordonia polyisoprenivorans VH2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia polyisoprenivorans	1
176299	Agrobacterium tumefaciens C58	Agrobacterium tumefaciens str. C58	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	1
161528	Erythrobacter sp. SD21	Erythrobacter sp. SD-21	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	1	1
471854	Dyadobacter fermentans	Dyadobacter fermentans DSM 18053	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter fermentans	1
445974	Clostridium ramosum	Clostridium ramosum DSM 1402	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	1
212717	Clostridium tetani	Clostridium tetani E88	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1
657309	Bacteroides xylanisolvens	Bacteroides xylanisolvens XB1A	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	1
642492	Clostridium lentocellum	Clostridium lentocellum DSM 5427	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum lentocellum	1
633147	Olsenella uli	Olsenella uli DSM 7084	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	1
1001585	Pseudomonas mendocina NK01	Pseudomonas mendocina NK-01	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	1
398767	Geobacter lovleyi	Geobacter lovleyi SZ	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi	1
158189	Sphaerochaeta globus	Sphaerochaeta globus str. Buddy	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa	1
324057	Paenibacillus sp. JDR2	Paenibacillus sp. JDR-2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	1	1
548476	Corynebacterium aurimucosum	Corynebacterium aurimucosum ATCC 700975	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	1
592026	Catonella morbi	Catonella morbi ATCC 51271	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella morbi	1
864565	Eubacterium yurii	Eubacterium yurii subsp. margaretiae ATCC 43715	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	Eubacterium yurii	Eubacterium yurii subsp. margaretiae
1000588	Streptococcus mitis SK95	Streptococcus mitis bv. 2 str. SK95	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	1
649754	Corynebacterium ammoniagenes	Corynebacterium ammoniagenes DSM 20306	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ammoniagenes	1
314266	Sphingomonas sp. SKA58	Sphingomonas sp. SKA58	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1	1
388739	Roseobacter sp. SK20926	Roseobacter sp. SK209-2-6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	1	1
321955	Brevibacterium linens	Brevibacterium linens BL2	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium linens	1
546271	Selenomonas sputigena	Selenomonas sputigena ATCC 35185	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sputigena	1
575611	Prevotella buccae	Prevotella buccae D17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccae	1
596327	Porphyromonas uenonis	Porphyromonas uenonis 60-3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	1
470145	Bacteroides coprocola	Bacteroides coprocola DSM 17136	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprocola	1
1097668	Burkholderia sp. YI23	Burkholderia sp. YI23	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	1	1
622637	Methylocystis sp. ATCC49242	Methylocystis sp. ATCC 49242	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	1	1
247156	Nocardia farcinica	Nocardia farcinica IFM 10152	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica	1
525255	Anaerococcus tetradius	Anaerococcus tetradius ATCC 35098	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus tetradius	1
1051006	Propionibacterium acnes SK182BJCVI	Propionibacterium acnes SK182B-JCVI	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes	1
862515	Prevotella marshii	Prevotella marshii DSM 16973	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella marshii	1
190304	Fusobacterium nucleatum nucleatum	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. nucleatum
879308	Peptoniphilus sp. F0436	Peptoniphilus sp. oral taxon 375 str. F0436	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. oral taxon 375	1
888741	Kingella denitrificans	Kingella denitrificans ATCC 33394	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella denitrificans	1
888057	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	1
575584	Acinetobacter baumannii	Acinetobacter baumannii ATCC 19606	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	1
888742	Neisseria bacilliformis	Neisseria bacilliformis ATCC BAA-1200	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria bacilliformis	1
767031	Prevotella denticola	Prevotella denticola F0289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	1
546262	Neisseria cinerea	Neisseria cinerea ATCC 14685	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria cinerea	1
379066	Gemmatimonas aurantiaca	Gemmatimonas aurantiaca T-27	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca	1
411471	Subdoligranulum variabile	Subdoligranulum variabile DSM 15176	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile	1
547042	Bacteroides coprophilus	Bacteroides coprophilus DSM 18228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprophilus	1
1040964	Lactobacillus ruminis	Lactobacillus ruminis SPM0211	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ruminis	1
525366	Lactobacillus vaginalis	Lactobacillus vaginalis ATCC 49540	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus vaginalis	1
930942	Lactobacillus animalis	Lactobacillus animalis KCTC 3501	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus animalis	1
411463	Eubacterium ventriosum	Eubacterium ventriosum ATCC 27560	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum	1
471870	Bacteroides intestinalis	Bacteroides intestinalis DSM 17393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	1
908612	Alistipes sp. HGB5	Alistipes sp. HGB5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	1	1
445970	Alistipes putredinis	Alistipes putredinis DSM 17216	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	1
762984	Bacteroides clarus	Bacteroides clarus YIT 12056	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	1
398513	Bifidobacterium bifidum	Bifidobacterium bifidum NCIMB 41171	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	1
367928	Bifidobacterium adolescentis	Bifidobacterium adolescentis ATCC 15703	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	1
245018	butyrate-producing bacterium SSC2	butyrate-producing bacterium SSC/2	Bacteria	Firmicutes	Clostridia	Clostridiales	1	1	1	1
411464	Desulfovibrio piger	Desulfovibrio piger ATCC 29098	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger	1
484018	Bacteroides plebeius	Bacteroides plebeius DSM 17135	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius	1
511680	Butyrivibrio crossotus	Butyrivibrio crossotus DSM 2876	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus	1
476272	Blautia hydrogenotrophica	Blautia hydrogenotrophica DSM 10507	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	1
545696	Holdemania filiformis	Holdemania filiformis DSM 12042	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	1
552531	Bifidobacterium animalis	Bifidobacterium animalis subsp. lactis BB-12	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	Bifidobacterium animalis subsp. lactis
525254	Anaerococcus lactolyticus	Anaerococcus lactolyticus ATCC 51172	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus	1
553204	Corynebacterium amycolatum	Corynebacterium amycolatum SK46	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum	1
743718	Isoptericola variabilis	Isoptericola variabilis 225	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis	1
933115	Planococcus donghaensis	Planococcus donghaensis MPA1U2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus donghaensis	1
511437	Lactobacillus buchneri NRRLB30929	Lactobacillus buchneri NRRL B-30929	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus buchneri	1
314315	Lactobacillus sakei	Lactobacillus sakei subsp. sakei 23K	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei	Lactobacillus sakei subsp. sakei
585530	Brevibacterium mcbrellneri	Brevibacterium mcbrellneri ATCC 49030	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium mcbrellneri	1
479431	Nakamurella multipartita	Nakamurella multipartita DSM 44233	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita	1
866774	Atopobium vaginae PB189T14	Atopobium vaginae PB189-T1-4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium vaginae	1
908338	Peptoniphilus harei	Peptoniphilus harei ACS-146-V-Sch2b	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	1
312284	marine actinobacterium	marine actinobacterium PHSC20C1	Bacteria	Actinobacteria	Actinobacteria	1	1	1	1	1
546273	Veillonella dispar	Veillonella dispar ATCC 17748	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella dispar	1
446462	Actinosynnema mirum	Actinosynnema mirum DSM 43827	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema mirum	1
591001	Acidaminococcus fermentans	Acidaminococcus fermentans DSM 20731	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans	1
553220	Campylobacter gracilis	Campylobacter gracilis RM3268	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter gracilis	1
655811	Anaerococcus vaginalis	Anaerococcus vaginalis ATCC 51170	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus vaginalis	1
446469	Sanguibacter keddieii	Sanguibacter keddieii DSM 10542	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter keddieii	1
936140	Lactobacillus farciminis	Lactobacillus farciminis KCTC 3681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus farciminis	1
391596	Pedobacter sp. BAL39	Pedobacter sp. BAL39	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	1	1
272568	Gluconacetobacter diazotrophicus	Gluconacetobacter diazotrophicus PAl 5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	1
556263	Fusobacterium sp. D12	Fusobacterium sp. D12	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	1
483215	Bacteroides finegoldii	Bacteroides finegoldii DSM 17565	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	1
396513	Staphylococcus carnosus	Staphylococcus carnosus subsp. carnosus TM300	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus	Staphylococcus carnosus subsp. carnosus
526227	Meiothermus silvanus	Meiothermus silvanus DSM 9946	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus silvanus	1
1002339	Psychrobacter sp. 1501	Psychrobacter sp. 1501(2011)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	1	1
585528	Gardnerella vaginalis ATCC14018	Gardnerella vaginalis ATCC 14018 = JCM 11026	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	1
546263	Neisseria elongata	Neisseria elongata subsp. glycolytica ATCC 29315	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	Neisseria elongata subsp. glycolytica
428125	Clostridium leptum	Clostridium leptum DSM 753	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Clostridium leptum	1
1005090	Buchnera aphidicola Ak	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola	1
1035188	Haemophilus pittmaniae	Haemophilus pittmaniae HK 85	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus pittmaniae	1
596320	Neisseria flavescens SK114	Neisseria flavescens SK114	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens	1
742740	Clostridium symbiosum	Clostridium symbiosum WAL-14163	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Clostridium symbiosum	1
657313	Ruminococcus torques L214	Ruminococcus torques L2-14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus torques	1
467705	Streptococcus gordonii	Streptococcus gordonii str. Challis substr. CH1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	1
908937	Prevotella dentalis	Prevotella dentalis DSM 3688	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis	1
553171	Prevotella bivia	Prevotella bivia JCVIHMP010	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia	1
311403	Agrobacterium radiobacter	Agrobacterium radiobacter K84	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	1
411460	Ruminococcus torques ATCC27756	Ruminococcus torques ATCC 27756	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus torques	1
457405	Fusobacterium sp. 71	Fusobacterium sp. 7_1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. animalis
226186	Bacteroides thetaiotaomicron	Bacteroides thetaiotaomicron VPI-5482	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	1
561177	Anaerococcus hydrogenalis	Anaerococcus hydrogenalis DSM 7454	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis	1
245014	butyrate-producing bacterium SS34	butyrate-producing bacterium SS3/4	Bacteria	Firmicutes	Clostridia	Clostridiales	1	1	1	1
742766	Dysgonomonas gadei	Dysgonomonas gadei ATCC BAA-286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Dysgonomonas gadei	1
638301	Granulicatella adiacens	Granulicatella adiacens ATCC 49175	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella adiacens	1
469617	Fusobacterium ulcerans	Fusobacterium ulcerans ATCC 49185	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	1
379731	Pseudomonas stutzeri	Pseudomonas stutzeri A1501	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	1
196162	Nocardioides sp. JS614	Nocardioides sp. JS614	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	1	1
445973	Clostridium bartlettii	Clostridium bartlettii DSM 16795	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii	1
83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis H37Rv	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	1
