TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies
315456	Rickettsia felis	Rickettsia felis URRWXCal2	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis	1
315730	Bacillus weihenstephanensis	Bacillus weihenstephanensis KBAB4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihenstephanensis	1
315749	Bacillus cytotoxicus	Bacillus cytotoxicus NVH 391-98	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus	1
315750	Bacillus pumilus	Bacillus pumilus SAFR-032	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	1
316055	Rhodopseudomonas palustris BisA53	Rhodopseudomonas palustris BisA53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1
316056	Rhodopseudomonas palustris BisB18	Rhodopseudomonas palustris BisB18	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1
316057	Rhodopseudomonas palustris BisB5	Rhodopseudomonas palustris BisB5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1
316058	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris HaA2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1
316067	Geobacter sp. FRC32	Geobacter sp. FRC-32	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter daltonii	1
316273	Xanthomonas campestris vesicatoria	Xanthomonas campestris pv. vesicatoria str. 85-10	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas euvesicatoria	1
316274	Herpetosiphon aurantiacus	Herpetosiphon aurantiacus DSM 785	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon aurantiacus	1
316275	Aliivibrio salmonicida	Aliivibrio salmonicida LFI1238	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio salmonicida	1
316278	Synechococcus sp. RCC307	Synechococcus sp. RCC307	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
316279	Synechococcus sp. CC9902	Synechococcus sp. CC9902	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
316385	Escherichia coli K12 DH10B	Escherichia coli str. K-12 substr. DH10B	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1
316407	Escherichia coli K12 W3110	Escherichia coli str. K-12 substr. W3110	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1
317025	Thiomicrospira crunogena	Thiomicrospira crunogena XCL-2	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira crunogena	1
317655	Sphingopyxis alaskensis	Sphingopyxis alaskensis RB2256	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis	1
318161	Shewanella denitrificans	Shewanella denitrificans OS217	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans	1
318167	Shewanella frigidimarina	Shewanella frigidimarina NCIMB 400	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina	1
318586	Paracoccus denitrificans PD1222	Paracoccus denitrificans PD1222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans	1
318829	Magnaporthe oryzae	Magnaporthe oryzae	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthe	1	1
319224	Shewanella putrefaciens	Shewanella putrefaciens CN-32	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella putrefaciens	1
319225	Chlorobium luteolum	Chlorobium luteolum DSM 273	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	1
319795	Deinococcus geothermalis	Deinococcus geothermalis DSM 11300	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis	1
320483	Anaplasma marginale Florida	Anaplasma marginale str. Florida	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale	1
320771	Pedosphaera parvula	Pedosphaera parvula Ellin514	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	Pedosphaera	Pedosphaera parvula	1
321327	Synechococcus sp. JA33Ab	Synechococcus sp. JA-3-3Ab	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
321332	Synechococcus sp. JA23Ba213	Synechococcus sp. JA-2-3Ba(2-13)	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
321955	Brevibacterium linens	Brevibacterium linens BL2	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium linens	1
322098	Phytoplasma asteris	Aster yellows witches-broom phytoplasma AYWB	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma	1
322104	Scheffersomyces stipitis	Scheffersomyces stipitis CBS 6054	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces stipitis	1
322710	Azotobacter vinelandii	Azotobacter vinelandii DJ	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	1
323097	Nitrobacter hamburgensis	Nitrobacter hamburgensis X14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	1
323098	Nitrobacter winogradskyi	Nitrobacter winogradskyi Nb-255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	1
323259	Methanospirillum hungatei	Methanospirillum hungatei JF-1	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	1
323261	Nitrosococcus oceani	Nitrosococcus oceani ATCC 19707	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus oceani	1
323848	Nitrosospira multiformis	Nitrosospira multiformis ATCC 25196	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	1
323850	Shewanella loihica	Shewanella loihica PV-4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella loihica	1
324057	Paenibacillus sp. JDR2	Paenibacillus sp. JDR-2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	1	1
324602	Chloroflexus aurantiacus	Chloroflexus aurantiacus J-10-fl	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	1
324831	Lactobacillus gasseri	Lactobacillus gasseri ATCC 33323	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	1
324925	Pelodictyon phaeoclathratiforme	Pelodictyon phaeoclathratiforme BU-1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme	1
325240	Shewanella baltica	Shewanella baltica OS155	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	1
326297	Shewanella amazonensis	Shewanella amazonensis SB2B	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis	1
326298	Sulfurimonas denitrificans	Sulfurimonas denitrificans DSM 1251	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas denitrificans	1
326423	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens FZB42	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens subsp. plantarum
326424	Frankia alni	Frankia alni ACN14a	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia alni	1
326426	Bifidobacterium breve	Bifidobacterium breve UCC2003	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	1
326427	Chloroflexus aggregans	Chloroflexus aggregans DSM 9485	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aggregans	1
326442	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonas haloplanktis TAC125	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas haloplanktis	1
327275	Shewanella sp. HN41	Shewanella sp. HN-41	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	1	1
329726	Acaryochloris marina	Acaryochloris marina MBIC11017	Bacteria	Cyanobacteria	1	Chroococcales	1	Acaryochloris	Acaryochloris marina	1
330214	Nitrospira defluvii	Candidatus Nitrospira defluvii	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	1	1
330779	Sulfolobus acidocaldarius	Sulfolobus acidocaldarius DSM 639	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	1
331104	Blattabacterium sp. Bge	Blattabacterium sp. (Blattella germanica) str. Bge	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp. (Blattella germanica)	1
331113	Simkania negevensis	Simkania negevensis Z	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	Simkania negevensis	1
331635	Chlamydophila pecorum	Chlamydophila pecorum E58	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum	1
331636	Chlamydophila psittaci	Chlamydophila psittaci 6BC	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci	1
331678	Chlorobium phaeobacteroides BS1	Chlorobium phaeobacteroides BS1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	1
331869	alpha proteobacterium BAL199	alpha proteobacterium BAL199	Bacteria	Proteobacteria	Alphaproteobacteria	1	1	1	1	1
333146	Ferroplasma acidarmanus	Ferroplasma acidarmanus fer1	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus	1
333668	Theileria parva	Theileria parva strain Muguga	Eukaryota	Apicomplexa	Aconoidasida	1	Theileriidae	Theileria	Theileria parva	1
333990	Carnobacterium sp. AT7	Carnobacterium sp. AT7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	1	1
334413	Finegoldia magna ATCC29328	Finegoldia magna ATCC 29328	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna	1
335283	Nitrosomonas eutropha	Nitrosomonas eutropha C91	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas eutropha	1
335284	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis K5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis	1
335541	Syntrophomonas wolfei	Syntrophomonas wolfei subsp. wolfei str. Goettingen	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	Syntrophomonas wolfei subsp. wolfei
335543	Syntrophobacter fumaroxidans	Syntrophobacter fumaroxidans MPOB	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans	1
335992	Pelagibacter ubique	Candidatus Pelagibacter ubique HTCC1062	Bacteria	Proteobacteria	Alphaproteobacteria	1	1	Candidatus Pelagibacter	Candidatus Pelagibacter ubique	1
336963	Uncinocarpus reesii	Uncinocarpus reesii 1704	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	Uncinocarpus reesii	1
338187	Vibrio harveyi	Vibrio harveyi ATCC BAA-1116	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii	1
338963	Pelobacter carbinolicus	Pelobacter carbinolicus DSM 2380	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter carbinolicus	1
338966	Pelobacter propionicus	Pelobacter propionicus DSM 2379	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter propionicus	1
338969	Rhodoferax ferrireducens	Rhodoferax ferrireducens T118	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax ferrireducens	1
339670	Burkholderia ambifaria	Burkholderia ambifaria AMMD	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1
339671	Actinobacillus succinogenes	Actinobacillus succinogenes 130Z	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus succinogenes	1
339724	Ajellomyces capsulatus	Ajellomyces capsulatus NAm1	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma capsulatum	1
339860	Methanosphaera stadtmanae	Methanosphaera stadtmanae DSM 3091	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	1
340099	Thermoanaerobacter pseudethanolicus	Thermoanaerobacter pseudethanolicus ATCC 33223	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pseudethanolicus	1
340100	Bordetella petrii	Bordetella petrii DSM 12804	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella petrii	1
340101	Victivallis vadensis	Victivallis vadensis ATCC BAA-548	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis	1
340177	Chlorobium chlorochromatii	Chlorobium chlorochromatii CaD3	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii	1
342108	Magnetospirillum magneticum	Magnetospirillum magneticum AMB-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magneticum	1
342451	Staphylococcus saprophyticus	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	Staphylococcus saprophyticus subsp. saprophyticus
342610	Pseudoalteromonas atlantica	Pseudoalteromonas atlantica T6c	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas atlantica	1
342949	Pyrococcus sp. NA2	Pyrococcus sp. NA2	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	1	1
343509	Sodalis glossinidius	Sodalis glossinidius str. morsitans	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Sodalis	Sodalis glossinidius	1
344747	Planctomyces maris	Planctomyces maris DSM 8797	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia maris	1
345073	Vibrio cholerae O395	Vibrio cholerae O395	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	1
345219	Bacillus coagulans	Bacillus coagulans 36D1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	1
347256	Mycoplasma hominis	Mycoplasma hominis ATCC 23114	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hominis	1
347834	Rhizobium etli CFN42	Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	1
348780	Natronomonas pharaonis	Natronomonas pharaonis DSM 2160	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas	Natronomonas pharaonis	1
349102	Rhodobacter sphaeroides ATCC17025	Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	1
349106	Psychrobacter sp. PRwf1	Psychrobacter sp. PRwf-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	1	1
349123	Lactobacillus reuteri	Lactobacillus reuteri 100-23	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	1
349124	Halorhodospira halophila	Halorhodospira halophila SL1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	1
349161	Desulfotomaculum reducens	Desulfotomaculum reducens MI-1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum reducens	1
349163	Acidiphilium cryptum	Acidiphilium cryptum JF-5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum	1
349307	Methanosaeta thermophila	Methanosaeta thermophila PT	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta thermophila	1
349519	Leuconostoc citreum	Leuconostoc citreum KM20	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc citreum	1
349520	Paenibacillus polymyxa E681	Paenibacillus polymyxa E681	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	1
349521	Hahella chejuensis	Hahella chejuensis KCTC 2396	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis	1
349741	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	1
350054	Mycobacterium gilvum	Mycobacterium gilvum PYR-GCK	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gilvum	1
350058	Mycobacterium vanbaalenii	Mycobacterium vanbaalenii PYR-1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium vanbaalenii	1
350688	Alkaliphilus oremlandii	Alkaliphilus oremlandii OhILAs	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus oremlandii	1
350701	Burkholderia dolosa	Burkholderia dolosa AUO158	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	1
351016	Roseobacter sp. AzwK3b	Roseobacter sp. AzwK-3b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	1	1
351160	Methanocella arvoryzae	Methanocella arvoryzae MRE50	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae	1
351348	Marinobacter aquaeolei	Marinobacter aquaeolei VT8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	1
351605	Geobacter uraniireducens	Geobacter uraniireducens Rf4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter uraniireducens	1
351607	Acidothermus cellulolyticus	Acidothermus cellulolyticus 11B	Bacteria	Actinobacteria	Actinobacteria	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus	1
351627	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor saccharolyticus DSM 8903	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus	1
351746	Pseudomonas putida F1	Pseudomonas putida F1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	1
352165	Pyramidobacter piscolens	Pyramidobacter piscolens W5455	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter piscolens	1
352914	Plasmodium yoelii	Plasmodium yoelii yoelii 17XNL	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii	Plasmodium yoelii yoelii
353151	Cryptosporidium hominis	Cryptosporidium hominis TU502	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium hominis	1
353152	Cryptosporidium parvum	Cryptosporidium parvum Iowa II	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium parvum	1
353153	Trypanosoma cruzi	Trypanosoma cruzi strain CL Brener	Eukaryota	1	1	Kinetoplastida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi	1
353154	Theileria annulata	Theileria annulata strain Ankara	Eukaryota	Apicomplexa	Aconoidasida	1	Theileriidae	Theileria	Theileria annulata	1
354242	Campylobacter jejuni 81176	Campylobacter jejuni subsp. jejuni 81-176	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	Campylobacter jejuni subsp. jejuni
355276	Leptospira borgpetersenii	Leptospira borgpetersenii serovar Hardjo-bovis L550	Bacteria	Spirochaetes	Spirochaetia	1	Leptospiraceae	Leptospira	Leptospira borgpetersenii	1
357244	Orientia tsutsugamushi	Orientia tsutsugamushi str. Boryong	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	1
357804	Psychromonas ingrahamii	Psychromonas ingrahamii 37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii	1
357808	Roseiflexus sp. RS1	Roseiflexus sp. RS-1	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	1	1
357809	Clostridium phytofermentans	Clostridium phytofermentans ISDg	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phytofermentans	1
358681	Brevibacillus brevis	Brevibacillus brevis NBRC 100599	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	1
360095	Bartonella bacilliformis	Bartonella bacilliformis KC583	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis	1
360104	Campylobacter concisus	Campylobacter concisus 13826	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	1
360105	Campylobacter curvus	Campylobacter curvus 525.92	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter curvus	1
360107	Campylobacter hominis	Campylobacter hominis ATCC BAA-381	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hominis	1
360910	Bordetella avium	Bordetella avium 197N	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium	1
360911	Exiguobacterium sp. AT1b	Exiguobacterium sp. AT1b	Bacteria	Firmicutes	Bacilli	Bacillales	1	Exiguobacterium	1	1
362663	Escherichia coli 536	Escherichia coli 536	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1
362948	Lactobacillus salivarius	Lactobacillus salivarius UCC118	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	1
362976	Haloquadratum walsbyi	Haloquadratum walsbyi DSM 16790	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	1
363253	Lawsonia intracellularis	Lawsonia intracellularis PHE/MN1-00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	1
365044	Polaromonas naphthalenivorans	Polaromonas naphthalenivorans CJ2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	1
365046	Ramlibacter tataouinensis	Ramlibacter tataouinensis TTB310	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	1
365659	Streptococcus mitis B6	Streptococcus mitis B6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	1
366394	Sinorhizobium medicae	Sinorhizobium medicae WSM419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	1
366602	Caulobacter sp. K31	Caulobacter sp. K31	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	1	1
367336	Rhodobacterales bacterium HTCC2255	Rhodobacterales bacterium HTCC2255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	1	1	1	1
367737	Arcobacter butzleri	Arcobacter butzleri RM4018	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	1
367775	Cryptococcus gattii	Cryptococcus gattii WM276	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Filobasidiella	Cryptococcus gattii	1
